text,title
" Bring a large pot of salted water to a boil. In a large skillet over medium heat, add 2 teaspoons of the olive oil and garlic, and cook until golden and fragrant, about 1 minute. Add the tomatoes and 1/4 teaspoon salt and cook 3 minutes, until the tomatoes soften. Add the corn and zucchini and cook until tender crisp, 2 to 3 minutes. Add the marinara, season with salt and pepper and cook until heated through, about 1 minute. Meanwhile, cook the cavatelli according to package directions,reserving some of the water before draining, then toss with the marinara and vegetables. Add the grated cheese, remaining teaspoon olive oil, 1/4 teaspoon salt and black pepper to taste and cook 1 minute, adding some of the reserved pasta water as needed.Serve right away with fresh basil and additional grated cheese if desired.","Summer Cavatelli with Corn, Tomatoes and Zucchini"
" Bring a large pot of salted water to a boil. Meanwhile heat a large nonstick skillet and brown the sausage over medium-high, breaking it up as it cooks with a wooden spoon until browned, 5 to 7 minutes; remove from heat. When the water boils, add the pasta and bring back to a boil, when the water is boiling, add broccoli and cook according to pasta instructions for al dente. When pasta is almost done cooking, reserve about 1 cup of the pasta water and set aside. Drain pasta and broccoli. Return the pot to the stove and set heat to high; add 1 tbsp olive oil, when hot, add garlic. Cook until golden, about 1 minute, reduce flame to low and add pasta back to the pot with the sausage. Mix well, add remaining olive oil, grated cheese, salt and pepper to taste mixing well and smashing any large pieces of broccoli to break up. Add 1/2 cup of reserved pasta water and mix well adding more if needed.Serve in pasta bowls with additional grated cheese on the side, if desired.",Orecchiette Pasta with Chicken Sausage and Broccoli
" Preheat the oven to 400F. Spread 1/4 cup marinara sauce on the bottom of a 13 x 9-inch baking dish. Cut the zucchini lengthwise, into 1/4-inch thick slices until you have a total of 12 slices about the same size. Its easiest to do this with a mandolin. My mandolin is from OXO. Season both sides of the zucchini with 1/2 tsp salt and pepper, then grill on a grill pan over high heat to help dry out the zucchini, until pliable and grill marks form, but not fully cooked, about 2 minutes on each side. In a medium bowl, beat the egg then mix together with ricotta, Pecorino Romano, basil, garlic, 1/8 tsp salt and 1/8 tsp pepper. Spread the ricotta mixture (about 1 1/2 tablespoons each) evenly onto each zucchini slice, spreading to cover. Roll up slices and arrange them each seam side down in the prepared dish. Top each with 1 tbsp marinara sauce and 1 tbsp mozzarella cheese and tightly cover with foil.Bake 20 minutes, or until the cheese is hot and melted.",Zucchini Rollatini
"Place 3/4 cup lentils in a bowl, squeeze a little lime juice, salt and pepper over the top to taste and top with 3 egg halves, 1 ounce avocado, cilantro and finish with more salt and pepper. Finish with hot sauce and enjoy!","Lentil Bowls with Avocado, Eggs and Cholula"
" Using a very sharp knife, trim away any skin from the tuna fillet. Cut the tuna into 1/4-inch cubes and place in a bowl. In a medium bowl whisk soy sauce, lime juice, oil, sesame oil, honey, garlic, ginger and red pepper flakes. Pour over tuna, add salt to taste at the very end. Marinate at least 45 to 50 minutes in the refrigerator.To serve, grab 4 plates, divide the tuna and place a few watermelon cubes around, add cucumber and garnish with shallots and cilantro.",Ahi Tuna Watermelon Salad
" Preheat the oven to 400F. Arrange the tomatoes on a baking tray and top each with 1/2 teaspoon pesto and 1/2 tablespoon of Parmesan cheese. Roast the tomatoes until the Parmesan cheese is slightly browned and melted, about 18-20 minutes.Remove from the oven and serve immediately.",Pesto-Parmesan Baked Tomatoes
" Heat the grill on medium heat and spray the grates with oil. Mix oregano, sesame seeds, cumin, and red pepper flakes in a small bowl to combine; set spice mixture aside. Beginning and ending with salmon, thread salmon and folded lemon slices onto 8 pairs of parallel skewers to make 8 kebabs total. Spray the fish lightly with oil and season kosher salt and the reserved spice mixture.Grill the fish, turning occasionally, until fish is opaque throughout, about 8 to 10 minutes total.",Grilled Salmon Kebabs
" Carefully remove 2 large outer leaves of a head of lettuce. If you rip or tear one, just save it for the 3rd leaf you need to shred. Shred the 3rd leaf and set aside. Dice tomato and set aside in a bowl. Combine diced tomato with mayonnaise and fresh black pepper.Place lettuce cups on a plate, top with shredded lettuce. Add tomato then bacon and roll it like a wrap and dig in!",BLT Lettuce Wraps
" Bring a large pot of salted water to a boil. When boiling, add macaroni and boil until just under al dente according to package directions. Meanwhile, preheat oven to 375 degrees. Spray a deep casserole dish (roughly 8 12 x 10 12 ) with cooking spray and set aside. In a medium sauce pot over medium-high heat, melt butter. Add red onion and saute until softened, about 3 minutes. Add garlic and saute 1 minute more. Sprinkle flour over the top and stir, cooking 2-3 minutes more. Add the milk whisk until boiling. Remove from heat and add mozzarella and 1/3 of the feta. Stir until mostly melted. Add oregano, marjoram, pepper, diced tomatoes, olives and spinach. Stir to combine, add 1/4 teaspoon salt, or more as needed. Transfer everything to the casserole dish. Top with the remaining feta cheese.Bake 20 to 22 minutes or until top golden. Garnish with dill or parsley.",Greek Mac and Cheese
" Slice each piece of proscuitto into 4 pieces and wrap each piece around the center of each spear. Spritz with olive oil, season the asparagus tips with a pinch of salt and season the rest with black pepper. Light the grill over light heat, when hot clean and oil the grates.Grill the asparagus 5 to 6 minutes, covered on low turning every few minutes.",Grilled Prosciutto Wrapped Asparagus
"
For the Turkey Club Roll Ups:
 Spread the mayo over the center of the tortilla, top with turkey, lettuce and bacon and roll tight. Cut into 1 inch thick slices and place into your bento box. For The Bento Box:, Fill the rest of the compartments with fruit, cheese and veggies, and dont forget to leave a note!",Bento Box Turkey Club Roll Ups
" Prepare the bagels as instructed and let them cool. Heat a large nonstick skillet over medium heat, spray with oil. Scramble the eggs with salt and pepper until they just set. Set aside. Prepare the sandwiches. Cut the bagels in half, and make the sandwiches by layering the eggs, bacon, tomato, avocado and red pepper flakes, if using.Eat right away.",Bacon Egg and Avocado Bagel Breakfast Sandwich
" Shred the zucchini using the largest holes on a cheese grater (or a food processor with a shredding disk). Use a clean kitchen towel to squeeze out as much liquid from the zucchini as you can (discard the liquid). Transfer to a large bowl and stir in the eggs, feta, mint, onion, cumin, salt, and pepper to taste. Stir in the flour. In a large nonstick skillet, heat 1 teaspoon olive oil over medium-low heat. Scoop out the zucchini mixture using a 14-cup measure and drop it into the pan, repeating to make as many patties as will fit in the skillet, about 4 at a time. Gently flatten the patties with the back of the measuring cup and cook until golden brown on both sides and cooked all the way through, 3 to 5 minutes per side.Repeat to make the rest of the fritters.",Zucchini and Feta Fritters
" In a medium bowl combine the flour, baking powder and salt and whisk well. Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles. Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until dough is tacky, but not sticky, about 20 turns (it should not leave dough on your hand when you pull away). Clean and preheat the grill on high heat, covered. Working one at a time, divide into 4 equal balls about 3-3/8 oz each. Sprinkle a work surface and rolling pin with a little flour roll the dough out into thin ovals. Oil the grates of the grill then add the pizza dough directly to the grill. Cook, covered 1 to 1 1/2 minutes on each side until grill marks appear on both sides. Spread 1 tablespoon pizza sauce over each crust. Top each with 1 ounce of cheese. Put it back on the grill covered until the cheese is melted and bubbling, about 1 minute. Top with fresh arugula, salt and pepper and eat right away.To make this in the oven, bake the dough 450F 10 to 12 minutes turning halfway before adding the sauce and cheese.",Grilled Pizza
" Place the chicken breasts, 1 at a time, in a Ziploc bag. Pound the chicken breast to an even thickness, being careful not to puncture the bag. Put breasts in the bag. In a medium bowl, combine the soy sauce, apple sauce, onion, ginger, garlic, oil, bourbon, BBQ sauce, vinegar, brown sugar and red pepper flakes. Reserve and refrigerate 1/3 cup of the marinade and transfer the remainder to the Ziploc bag with the chicken. Refrigerate and marinate for at least 30 minutes or as long as overnight (the longer the better!! I marinated mine 12 hours). Preheat outdoor grill over medium high heat. Discard the marinade in the bag and grill the chicken for 4 minutes per side, or until chicken is cooked through. Transfer chicken to a plate, tent with foil and allow to rest while you make the sauce. Put reserved 1/3 cup marinade in a small sauce pan. Add chicken broth and bring to a boil over medium high heat. Once boiling, reduced heat to medium-low until sauce has thickened slightly, 5 to 6 minutes.Slice chicken breast, top with sauce, scallions and serve.",Grilled Bourbon Chicken
" In a medium bowl, whisk olive oil and balsamic. Add tomatoes, basil and onions; season with salt and pepper. and toss. Set aside at least 10 minutes so the juices combine. Preheat oven to 450. Place a large baking pan in the oven to get hot. Combine breadcrumbs and grated cheese in one bowl. In another bowl combine olive oil, lemon juice, and pepper. Lightly pound chicken breasts into cutlets, you should have 6. Wash and dry cutlets well with paper towels; season with salt and pepper. Dip cutlets into lemon/oil mixture, then into breadcrumbs, pressing firmly to adhere. Remove the baking pan from the oven and spray with cooking spray. Place the chicken on the baking sheets and spray with olive oil spray on top. Bake chicken, turning once halfway through for about 15 minutes total, or until chicken is golden brown.Remove from the oven and top with arugula and tomato salad on top.",Baked Chicken Milanese with Arugula Salad and Tomatoes
"
For dressing:
 In a small blender or food processor, combine dressing ingredients. Refrigerate and set aside until ready to use.
For shrimp:
 Pat shrimp dry with a paper towel. In a medium bowl, combine all spices from garlic powder to pepper. Add the shrimp and sesame oil and toss gently to evenly coat. Heat a medium non-stick skillet over medium heat. Cook shrimp 2 minutes per side or until cooked through. Transfer to a plate or cutting board and allow to cool and rest while you assemble the salad.
For salad:
 In a large bowl, toss together the cabbage, arugula and romaine. Transfer mixture to 2 salad bowls or plates. Top each with half the shrimp, corn, cucumber, carrots, basil and cilantro.Evenly drizzle the dressing over both salads and serve with lime wedges.",Spicy Thai Salad
Toss all ingredients together and serve immediately. Enjoy!,Corn Tomato Avocado Salad
" Toss the lettuce, cucumbers, tomatoes, red onion with oil and vinegar, season with salt and pepper to taste.Top with roasted red pepper, salami and mozzarella.",Italian Chopped Salad
Toss all the ingredients together and serve right away.,Chopped Feta Salad
"
Grill or Broil Method:
 Rub the lamb chops with oil and garlic. Squeeze the lemon over both sides, than season with salt, zatar and black pepper. Grill on an outdoor grill or indoor grill pan over medium-high heat to desired liking, about 4 to 5 minutes on each side or broil in the oven on the top rack, 4 to 5 minutes on each side.
Air Fryer Method:
 Rub the lamb chops with oil and garlic. Squeeze the lemon over both sides, than season with salt, zatar and black pepper. Preheat the air fryer to 400F. In batches in an even layer, cook to desired liking, about 4 to 5 minutes on each side.*My chops had 2 1/2 oz raw meat on each bone, nutritional info is based off of that.",Za’atar Lamb Chops
" Season the meat with salt and pepper. For the chimichurri, combine the red onion, vinegar, salt and olive oil and let it sit for about 5 minutes. Add the remaining ingredients and mix; set aside in the refrigerator until ready to use (can be made a few hours ahead). Place the onions, beef and tomatoes onto the skewers.Prepare the grill on high heat. Grill the steaks to desired doneness, about 2 to 3 minutes per side for medium-rare. Transfer steaks to a platter and top with chimichurri sauce.",Steak Kebabs with Chimichurri
" Preheat the grill to high heat. Make foil packets. Tear off 2 18 sheets of Reynolds Wrap Heavy-Duty or Non-Stick Aluminum Foil. In a medium bowl combine the zucchini, tomatoes, garlic, 2 teaspoons of the olive oil, 1/4 teaspoon salt and black pepper to taste. Place 10 clams on the center of each foil sheet. Divide the vegetables, then top with crushed red pepper flakes. Drizzle the remaining 1/2 teaspoon oil over each and 1/2 tablespoon wine over both. Bring up the long sides of the foil, so the ends meet over the food. Double fold the ends, leaving room for heat to circulate inside. Double fold the two short ends to seal the packet tight, so no steam escapes. Grill covered over high heat, until the clams open, 8 to 10 minutes. Use gloves or tongs to remove and carefully open. Eat right away!(To bake in the oven, preheat oven to 425F and cook about 10 minutes.)",Grilled Clams in Foil
" Rinse shrimp and chop into large chunks. Toss shrimp with a little salt, chipotle chili pepper, and fresh lime juice. Combine drained beans, corn, red onion, cilantro, lime juice and salt to taste.In a large glass trifle dish or clear bowl, layer salad ingredients starting with the lettuce, black bean mixture, cucumber, tomatoes, avocado, cheese and shrimp on top.",Mexican Shrimp Cobb Salad
" Preheat a grill pan over medium-high heat (or preheat a grill to medium-high). Spray the peaches with oil, then grill them cut sides down, just long enough to make marks, about 2 minutes per side. To serve, place a ball of burrata in the center of each of 4 plates and arrange the grilled peaches, watermelon cubes, and watercress around it.Drizzle everything with the balsamic glaze.",Grilled Peach and Watermelon Burrata Salad
" To poach chicken breast: Cover chicken breast in broth in a small pot, add water if it doesnt cover the chicken., Add salt and pepper, a piece of celery and its leaves (you could add herbs like parsley, garlic, onion, or whatever you want) and bring to a boil., Reduce to a simmer and cook 5 minutes. Remove from heat, cover tight and let it sit for 15-20 minutes or until thickest part of the breast registers 160 degrees. Chicken will be cooked through. Drain, let it cool and cut into small cubes. Combine mayo, yogurt, salt, pepper and mix well. Add chicken, grapes, apples, celery, and let it chill in the refrigerator until you are ready to eat it. Mix in pecans right before serving.Serve over baby greens.",Chicken Waldorf Salad
" Heat a skillet over medium heat, melt butter. Add onion, celery, and parsley cooking until onions are translucent. Add minced garlic, cooking for an additional minute. Combine the broth and cornstarch together and mix well. Add the turkey, frozen peas and carrots, 3/4 teaspoon salt, pepper, thyme and broth, stir and cook medium heat, bring to a boil then cook until thickened and heated through, 2-3 minutes. Place a disc on your work surface. Take 2 tablespoon of the turkey mixture and place in the middle of each disc. Using a pastry brush, place the egg wash on the outer edges of the disc. Fold the disc over and gently press the edges to create a seal. Use a fork and press around the edges to seal. Brush the egg wash over one side of each of the empanadas. Spray the baking sheet with oil, bake 350F 26 to 30 minutes, until golden.Spray the basket with oil to prevent sticking, transfer to the basket, in batches and cook at 380F for 8 minutes, turning half way. Eat hot.",Leftover Turkey Pot Pie Empanadas
" Wash and dry the sweet potatoes. Place in the slow cooker, cover and cook on low for 8 hours or on high for 4, until they are tender.When the potato is done, season with salt and pepper, and top with butter, cinnamon, chili, or whatever you like on your sweet potatoes.",Easiest Slow Cooker Sweet Potatoes
" Place the rack in the bottom of the pot. Pour the water in the pot. Place the eggs on the rack. High pressure on manual 5 minutes. Natural release 5 minutes then use quick release, then quickly run the eggs under cold running water until cool enough to hold. Peel the eggs and slice in half lengthwise. Remove yolks and transfer to a medium-sized bowl. Add the mayo, milk, pickle juice, salt, pepper then use a fork to mash well.Spoon filling into each egg white. Sprinkle with paprika, dill and serve.",Instant Pot Deviled Eggs
" Heat oven to 425F. Season chicken inside and out with salt, pepper, and herbs de Provence., Squeeze half of the lemon on the outside of the chicken and stuff the remains of the lemon along with onion, garlic, rosemary sprigs inside the chicken. Transfer to a sheet pan, and tie the chicken by taking kitchen twine and plumping up the breast, then coming around with the string to lasso the legs and tie them together. Dont forget to tuck the wing tips under themselves so they dont burn., Roast the chicken with the feet towards the back of the oven, until the juices run clear, and internal temperature is 160F, about 50-60 minutes (Insert thermometer between the thickest part of the leg and the thigh). Let the bird rest for 10 minutes, tenting with foil before carving.Serve chicken, either one breast, or one thigh/drumstick, skin is optional.",Roast Chicken with Rosemary and Lemon
" Preheat oven to 425F. In a large bowl combine the sausage, brussels sprouts, butternut, thyme, olive oil, 3/4 teaspoon salt and pepper. Make foil packets. Tear off 2 18 sheets of Reynolds Wrap Heavy-Duty or Non-Stick Aluminum Foil. Divide the sausage and vegetables, about 2 cups each between 4 foil packets. Bring up the long sides of the foil, so the ends meet over the food. Double fold the ends, leaving room for heat to circulate inside. Double fold the two short ends to seal the packet tight, so no steam escapes.Bake 25 minutes, or until the vegetables are tender.",Spicy Sausage and Brussel Sprouts Foil Packets
" Shred the potatoes in a food processor or with a box grater. Rinse shredded potatoes until water is clear, then drain and squeeze dry with a towel. Place shreds to a plate lined with 2 layers of paper towels. Cook in a microwave on high for 2 minutes. Transfer to a bowl, let it cool a few minutes then mix in the scallion whites, flour, egg, salt, garlic powder, onion powder, chili powder, paprika and black pepper until evenly distributed. Heat a cast iron skillet on medium to medium-low heat. When hot generously spray with oil, then add the potatoes in an even layer.Cook until nicely browned on the bottom, about 7 to 8 minutes. Slide onto a plate, spray the skillet again then place the other side into the skillet, cook until brown on the other side, about 7 to 8 minutes more. Garnish with scallion greens.",Hash Brown Recipe
" Rub 1/2 tablespoon of oil all over the turkey breast. Season both sides with salt and turkey seasoning then rub in the remaining half tablespoon of oil over the skin side.Preheat the air fryer 350F and cook skin side down 20 minutes, turn over and cook until the internal temperature is 160F using an instant-read thermometer about 30 to 40 minutes more depending on the size of your breast. Let is rest 10 minutes before carving.",Air Fryer Turkey Breast
" Cut the bread into 1/2-inch cubes. Spread the bread out on a baking sheet and let it dry overnight - OR - place the baking sheet in a 350F oven and bake about 20 minutes, or until the bread is dried out. Set aside. Preheat oven to 375F. Spray a large baking dish with oil. In a large saute pan, melt the butter over medium heat. Add the onion and celery and saute, stirring occasionally, until tender and translucent, about 8 minutes. Transfer to a large bowl. In the same pan over medium heat, cook the sausage, crumbling with a wooden spoon, until lightly browned and cooked through, about 10 minutes. Transfer the sausage to the bowl with the onion/celery mixture. Add the bread, sage and thyme to the bowl with the sausage/onion mixture and stir to combine. Add the chicken broth and stir to evenly coat the bread. Adjust salt and pepper to taste and stir to mix well.Transfer to the baking dish and bake for 30 minutes. Using a wooden spoon, gently stir. Continue baking until golden, about 30 to 35 minutes more. Serve immediately.",Chicken Sausage and Herb Stuffing
" Poke holes in the potato with a fork, cook on your microwaves potato setting until potatoes are soft and cooked through (about 8-10 minutes on high for 4 potatoes). If you dont have a microwave, bake about 45 minutes at 400F., Combine yogurt and taco seasoning in a small bowl, mix well. Heat oil in a medium pot over medium heat. Add peppers, onions, chili powder, paprika, cumin and salt; cook until the onions have caramelized slightly, about 5 minutes. Add black beans, stir to combine and heat through (about another 5 minutes). Slice the potato lengthwise down the middle or as I did in the photo, use a fork to pierce the top in an oval shape, then remove the top of each potato. Top with 2 tbsp shredded cheese, 1/3 cup of black bean mixture, 2 tbsp Greek yogurt mixture and 2 tbsp salsa of salsa.Enjoy!",Loaded Baked Sweet Potato “Healthified” 
"Instant Pot Press the saute button on an electric pressure cooker. Add the turkey and brown the meat, using a wooden spoon to break it into small pieces as it cooks, 4 to 5 minutes. Drain the meat and transfer it to a small bowl. In the pressure cooker (still on saute), melt the butter. Add the onion, carrots, celery, and garlic. Cook, stirring, until softened, about 5 minutes. Add the flour, salt, and pepper to taste and cook, stirring, for 1 minute to cook the flour. Return the turkey to the pressure cooker and add the chicken broth, potatoes, and cauliflower and stir. Seal and cook on high pressure for 10 minutes, until the potatoes are soft. Quick release, then open when the pressure subsides. Transfer the cauliflower and 1 cup of the liquid to a blender and blend until smooth. Pour the puree into the soup and stir well. Add the cheddar and stir until melted. Serve topped with the scallions.Stove MethodTo make this in a large pot or Dutch oven, saute over medium-high heat in steps 1 and 2. For step 3, bring to a boil, then cook, covered, over low heat until the potatoes and cauliflower are tender, 25 to 30 minutes. Transfer 1 cup of the liquid and the whole cauliflower to the blender, and blend until smooth. Stir the puree into the soup, add the cheddar, and serve topped with the scallions.",Cheeseburger Soup
" Preheat oven to 400 degrees F. In a large bowl, whisk together the shrimp ingredients from olive oil through pepper. Add the shrimp and toss to evenly coat. Set aside and allow to marinate while you make the veggies. Combine all veggie ingredients in a large bowl. Use your hands to toss and evenly coat veggies with oil and seasoning. Transfer to a sheet pan and roast 20 minutes, tossing halfway through. Meanwhile, prepare the rice and salsa. In a medium bowl, combine rice with cilantro, salt and lime juice. In small bowl, make the salsa by combining the tomatoes, onion, cilantro, salt and pepper. Remove veggies from oven and place marinated shrimp (leaving excess marinade in the bowl) evenly among the veggies. Return to the oven and roast 8 minutes.Place 34 cup rice in each of 4 bowls. Evenly divide the shrimp, veggies, salsa and sliced avocado among each bowl and serve.",Shrimp Fajita Bowls
" Liberally coat a large pot or Dutch oven with oil spray and warm over medium-high heat. Add the onion and bell pepper and saute, stirring occasionally, for about 7 minutes, or until the onion softens. Add the garlic, stir everything together, and cook until fragrant, about 30 seconds. Add the ground turkey or chicken. Use a spatula or large spoon to break up the meat as it cooks. Continue to cook about 6 to 7 minutes, until fully cooked. Add the beans, diced tomatoes, tomato paste, pumpkin puree, broth, chili powder, cocoa powder, cinnamon (or pumpkin pie spice), cumin, black pepper, and optional cayenne pepper, and stir. Reduce heat and simmer for 20 to 30 minutes, stirring occasionally. Right before serving, add the spinach and mix throughout. Enjoy the chili with desired toppings, such as avocado, nonfat plain Greek yogurt, cilantro, and salsa.Press saute on the instant pot, then follow the steps 1 to 5, cook 15 min high pressure, natural release. Add the spinach just before serving.",Pumpkin Turkey Chili
" Combine the drained beans, water, onion, and garlic in the Instant Pot.Stir well, making sure the beans are submerged. Secure the lid and move the steam release valve to Sealing. Select Manual/Pressure Cook to cook at high pressure for 20 minutes. When the cooking cycle is complete, let the pressure naturally release for 10 minutes, then move the steam release valve to Venting to release any remaining pressure. When the floating valve drops, remove the lid and drain the beans, reserving the liquid.Return the cooked beans to the Instant Pot, and stir in 12 cup of the reserved cooking liquid, along with the cumin, chili powder, black pepper, cayenne, and 12 teaspoon salt. Use a potato masher to mash the cooked beans until smooth, leaving some texture if you like. (You can use an immersion blender for pureed beans, if you prefer.) Taste and adjust the seasoning, adding more salt as needed, and serve warm with a garnish of cilantro and a squeeze of lime juice.Store leftover beans in an airtight container in the fridge for 1 week.",Not-Fried Pinto Beans
"
Stove Top:
 In a large skillet, brown turkey over medium-high heat, breaking it up as it cooks into smaller pieces and season with salt and cumin. When meat is browned and cooked through add onion and garlic; cook 3 minutes over medium heat. Add the can of Rotel tomatoes, sweet potato, tomato sauce, water, cumin, chili powder, paprika, salt and bay leaf. Cover and simmer over medium-low heat until potatoes are soft and cooked through, about 25 minutes stirring occasionally. Add 1/4 cup more water if needed. Remove bay leaf and serve.
Instant Pot:
 Press saute, spray the pot with oil and brown the turkey breaking it up as it cooks into smaller pieces and season with salt and cumin. When meat is browned and cooked through add onion and garlic; cook 3 minutes. Add the can of Rotel tomatoes, sweet potato, tomato sauce, water, cumin, chili powder, paprika, salt and bay leaf. Cover and cook high pressure until potatoes are soft and cooked through, about 15. Natural release.Remove bay leaf and serve.",No Bean Turkey and Sweet Potato Chili
" In a medium sized stock pot, bring chicken broth, onions, carrots, garlic, and celery to a boil. Cover and simmer 5 minutes. Add broccoli, milk and pepper and cook, covered, 10 more minutes. Add sour cream and puree soup with an immersion blender.Adjust black pepper to taste and heat through over medium heat, stir in the cheddar cheese and serve.",Cream of Broccoli Soup
" Heat olive oil in a large skillet over medium heat. Saute onion until translucent about 4 to 5 minutes, then add garlic and cook 1 minute more. Mix well. Place fish on the skillet and cook until the flesh starts to flake. Add jalapeno peppers, tomatoes, cilantro and lime juice. Saute over medium-high heat for about 5 minutes, breaking up the fish with the spoon to get everything mixed well; season to taste with salt and pepper. Meanwhile, heat tortillas on a skillet or directly over the flame of the burner a minute or 2 on each side to warm.Serve a little over 1/4 cup of fish on each warmed tortilla topped with cabbage, avocado, cilantro, and a squeeze of lime.",Cilantro Lime Fish Tacos
" In a large Dutch oven or pot, cook sausage over medium-low heat until browned, about 10 minutes. Remove from pot, let cool and cut into thin slices. Add oil, onions and carrots; cook on medium until soft, about 5 minutes. Add garlic and cook 1 minute more. Add broth, water, black pepper, sausage, potatoes, red pepper flakes and bring to a boil.Cook, covered for about 10 to 15 minutes. Add kale and cook partially covered until the potatoes are tender, about 5-6 minutes. Adjust salt if needed.",Kale and Potato Soup with Turkey Sausage
" In a blender, blend flour, milk, eggs and oil until smooth. Heat a nonstick crepe pan on medium-low flame. When hot, spray with cooking spray to coat bottom of skillet. Pour 1/4 cup crepe mixture into pan, swirling pan slightly to make crepe thin and smooth. Cook for 1 minute or until bottom of crepe is light golden brown. Flip; cook 30 seconds to 1 minute or until light golden brown. Set aside on a plate and repeat with remaining crepe mixture until you have 6. For the bananas, melt the butter over low heat in a large non-stick skillet. Add the brown sugar, cinnamon, and vanilla extract, stir until the sugar is dissolved. Add 2 tablespoons of water, cover and let the sauce simmer about 2 minutes. Add the sliced bananas, gently spooning the sauce over each piece and cook for about 2 to 3 minutes, or until the bananas are glossy and coated with the sauce. Remove from heat. To serve, spoon a generous 1/3 cup of the bananas in the center of each crepe and fold the left and right side of the crepes to cover.Top each crepe with 2 tablespoons ice cream, and any pan juices from the bananas on top, sprinkle with cinnamon and serve right away.",Banana Foster Crepes
" Press saute and spray the insert with oil, add the onion and stir, cooking until soft and golden, about 4 to 5 minutes. Press cancel to prevent getting a burn notice, then deglaze the pot with 1/4 cup water. Add the chicken and season both sides with half of the taco seasoning. Add the beans, corn, green chilies, then finish with the diced tomatoes and tomato sauce. Add 1/2 cup water plus the remaining taco seasonings and gently stir without moving the chicken. Cover and cook high pressure 25 minutes. Natural release, then remove the chicken and shred with two forks. Return the chicken to the pot and mix to combine.Top with fresh cilantro and serve. Makes about 11 cups.",Instant Pot Chicken Taco Chili
" Season the chicken with lemon juice, garlic, cumin, oil, salt and spices. Set aside at least 15 minutes, or as long as overnight. Combine the ingredients for the white yogurt sauce and refrigerate. When ready to cook, heat a large nonstick griddle or skillet over medium high heat. When hot, add the chicken and leave until the bottom is completely browned, about 5 minutes before flipping. Cook on the other side for another 4 to 5 minutes, until browned. Reduce the heat to low and let the chicken continue cooking, about 10 minutes, until just about cooked through in the thickest parts (no worries if its not completely cooked). Set aside on a cutting board and chop the chicken into thin strips and add back to the pan to brown and finish cooking, 8 to 10 minutes over medium heat. Assemble the salad by dividing the lettuce, tomato and red onion.Top with chicken and drizzle with yogurt sauce (this is your dressing) and harissa, if desired.",Food Cart-Style Chicken Salad with White Sauce
" Finely grate the zest from 1 orange, about 2 teaspoons. Juice both oranges into a bowl (you should have about 3/4 cup). Whisk in the honey, soy sauce, and vinegar with 1 tablespoon of water. In a small bowl, combine the cornstarch with 1 tablespoon of the orange-soy mixture to form a paste, then stir that back into the bowl with the rest of the orange-soy mixture. Pat the shrimp dry with paper towels and season both sides with salt and pepper. In the largest skillet (or wok) you have, heat 1 teaspoon of the oil over medium high heat until shimmering-hot, almost smoking. Add half of the shrimp, spread it out in one layer, and cook until the underside is bright pink, 1 to 112 minutes. Flip and cook 1 minute more, then transfer the shrimp to a plate. Repeat with another 1 teaspoon oil and shrimp. Set aside. Add the remaining teaspoon of oil to the skillet. Add the garlic, ginger, scallion whites, and red pepper flakes and cook until fragrant, 30 seconds to 1 minute. Add the orange-soy liquid and the orange zest and cook, stirring, until thickened, 1 to 2 minutes. Return the shrimp to the skillet, add the scallion greens, and toss to coat with the sauce.Divide the shrimp among 4 bowls and serve with rice.",Honey Garlic Shrimp
" Preheat your oven to 350 degrees. Spray a pie dish with oil. Steam the chopped broccoli florets in the microwave with 1 tablespoon water until tender crisp and green but not mushy, about 2 1/2 to 3 minutes. Evenly spread the broccoli in the dish and top it evenly with the grated cheddar cheese. Make the custard mixture by whisking together the milk, half and half, eggs, salt, black pepper, and the nutmeg. Pour the custard into the dish and bake 35 to 40 minutes, until the center is set.Cut the quiche into 6 pieces and serve.",Crustless Broccoli & Cheddar Quiche
" Season the chicken with salt and pepper. In a medium saucepan, combine vinegar, honey, 3/4 cup chicken broth and tomato paste. Boil about 5 minutes, until it reduces down to about 3/4 cup. Remove from heat. In a large skillet, melt butter over medium-low heat and add chicken. Cook on both sides, until brown, about 6-8 minutes. Remove chicken and set aside. Add the shallots and garlic to the skillet and cook on low until soft, about 5 minutes. Pour the sauce over the chicken, add the wine, remaining broth salt and pepper. Cover and simmer about 20 minutes until tender.Remove the chicken, add sour cream and stir into the sauce (if sauce dries up, add more broth). Boil a few minutes then return chicken to skillet. Top with fresh parsley.",Chicken Thighs with Shallots in Red Wine Vinegar (Poulet Au Vinaigre)
